id,code,model,captive,battery_level,estimated_range,Origin_Dist,Date,Time,Origin_Loc,nest_id,latitude,longitude
77856aa8-eb4e-49e4-a966-1362d9d81374,,bd,False,67,8220,0.10254408221767237,2019-08-31,15-39-19,DC-GWU,,38.90082065019654,-77.04773420475148
5a147845-7f5d-4eaa-ab2e-284510b74d7a,,bd,False,56,6850,0.1690526221880219,2019-08-31,15-39-19,DC-GWU,,38.90191788283145,-77.0498385556289
9ee5f59f-dd34-4c2a-81c1-beeb98b1d8a5,,bd,False,60,7261,0.17252935243631676,2019-08-31,15-39-19,DC-GWU,,38.897257,-77.04994
cd8eb96c-5ce5-43d8-bddc-8ff2dfa1e981,,bd,False,98,11919,0.19785037052362114,2019-08-31,15-39-19,DC-GWU,,38.897531,-77.051362
82a6024e-44a9-4cf4-a58f-f84c5077027d,,bd,False,66,8083,0.20714887500663517,2019-08-31,15-39-19,DC-GWU,,38.897447,-77.051499
2da9a061-46a2-44d6-83f1-f76674e343d0,,bd,False,97,11782,0.2255303963481845,2019-08-31,15-39-19,DC-GWU,,38.897158,-77.051602
bc7ce639-6ca9-4847-870c-c269eb909add,,bd,False,100,12193,0.2395270082016913,2019-08-31,15-39-19,DC-GWU,,38.897334,-77.045453
647ddd71-161a-472c-8e91-8d038d2b156d,,bd,False,37,4521,0.2473223635552139,2019-08-31,15-39-19,DC-GWU,,38.896522,-77.051173
eed9c07e-5b9e-4e01-a0b6-a15a13b42cc4,,bd,False,89,10823,0.2510163030593104,2019-08-31,15-39-19,DC-GWU,,38.896589,-77.051435
dd1d421f-bd88-4cc2-807c-df90bf678bf5,,bd,False,36,4384,0.2914402419353343,2019-08-31,15-39-19,DC-GWU,,38.897608,-77.044052
2ec20689-be65-4f16-8cb6-0f0cf38684ee,,bd,False,21,2603,0.29872048660935896,2019-08-31,15-39-19,DC-GWU,,38.90047217349803,-77.04339172510984
1fc24929-f7eb-4021-a77c-d8765f3843f7,,bd,False,72,8768,0.30255133342571605,2019-08-31,15-39-19,DC-GWU,,38.90395,-77.048102
5bd75c0c-59a1-43d3-92cc-04dc86df9561,,bd,False,80,9727,0.30799068923829886,2019-08-31,15-39-19,DC-GWU,,38.899326,-77.054523
a3463a0c-7b45-422b-8fa7-63914c25be06,,bd,False,87,10549,0.31250427617273036,2019-08-31,15-39-19,DC-GWU,,38.900556,-77.054487
cbb76984-ce86-48cc-937f-fbffa0270637,,bd,False,30,3699,0.3166040656523747,2019-08-31,15-39-19,DC-GWU,,38.897463,-77.043622
1101f0d4-34c7-49c8-976f-aafb8af36c8f,,bd,False,54,6576,0.32290577399940384,2019-08-31,15-39-19,DC-GWU,,38.897405,-77.043529
20f991af-2a2e-4cc4-9ec2-24f43f6fa617,,bd,False,58,7124,0.33180923286344843,2019-08-31,15-39-19,DC-GWU,,38.901026,-77.054699
15a89796-c235-4762-abd4-628155407ee0,,bd,False,100,12193,0.3326119734452009,2019-08-31,15-39-19,DC-GWU,,38.90112,-77.054676
ea623735-1700-4909-b03a-d689ea323562,,bd,False,64,7809,0.3626817138669029,2019-08-31,15-39-19,DC-GWU,,38.896472,-77.043412
0486eee1-9b8d-4fae-a4a5-b475200fa492,,bd,False,58,7124,0.3632575258002304,2019-08-31,15-39-19,DC-GWU,,38.897282,-77.054871
c9b52629-c5f6-41d4-b48e-c59960600e81,,bd,False,55,6713,0.3828293118552494,2019-08-31,15-39-19,DC-GWU,,38.896216,-77.043191
1fdcd074-06fa-4bb3-a235-6d4b0bed7a3f,,bd,False,25,3014,0.3845367140813861,2019-08-31,15-39-19,DC-GWU,,38.900046,-77.041709
289b5e3c-50ef-496f-8813-bbab9f2bacd4,,bd,False,80,9727,0.3978177913772437,2019-08-31,15-39-19,DC-GWU,,38.905188,-77.050645
d2a570ec-0ebc-4df1-a58b-e92e5e123921,,bd,False,63,7672,0.40289431351526495,2019-08-31,15-39-19,DC-GWU,,38.903062,-77.05484
1ded0422-e5df-4f66-879a-252b6c5c3bea,,bd,False,83,10138,0.443827856922124,2019-08-31,15-39-19,DC-GWU,,38.905641,-77.045986
1b43f8ef-64a1-4f16-aeab-86eafe2e0ef2,,bd,False,20,2466,0.46759206793619557,2019-08-31,15-39-19,DC-GWU,,38.905416,-77.053276
b91f4c7e-e315-4a4c-98d9-016b78b3d970,,bd,False,67,8220,0.47105192089309256,2019-08-31,15-39-19,DC-GWU,,38.894721,-77.054934
82b4c8b1-6490-4f4c-aa7c-529c0f34b4f6,,bd,False,76,9316,0.47499651401768495,2019-08-31,15-39-19,DC-GWU,,38.90026625441675,-77.04004926575246
f6b9294f-0976-462e-9c52-b8f8fbb90b8d,,bd,False,42,5069,0.47785186191090095,2019-08-31,15-39-19,DC-GWU,,38.898968,-77.039992
d64273d0-3ddb-400a-a45d-6f1e59d5f78d,,bd,False,91,11097,0.49372734135001484,2019-08-31,15-39-19,DC-GWU,,38.899007,-77.039692
0ff24118-a2da-4bc2-8140-63da8bd63c81,,bd,False,17,2055,0.4930005578605444,2019-08-31,15-39-19,DC-GWU,,38.89262842949377,-77.04680641188942
28491d64-3c0b-4977-9b45-183daa6dd7de,,bd,False,42,5069,0.5020532606764603,2019-08-31,15-39-19,DC-GWU,,38.906875401784575,-77.04856300384336
d47c87f1-22e4-4b63-b3c4-3e3fcbe99939,,bd,False,39,4795,0.5091421618921947,2019-08-31,15-39-19,DC-GWU,,38.906973,-77.049258
28a30a99-73a7-4675-8a5c-b3275b6a6e55,,bd,False,62,7535,0.5144567904116036,2019-08-31,15-39-19,DC-GWU,,38.89214336452906,-77.04863786757457
5327fbe4-7e8a-4ef0-9cc5-4e157d9dea77,,bd,False,18,2192,0.5309808070204219,2019-08-31,15-39-19,DC-GWU,,38.89193503896162,-77.04791471055158
6a2e3d38-1241-473e-97e8-729d718a4e0c,,bd,False,100,12193,0.5523138813922026,2019-08-31,15-39-19,DC-GWU,,38.907255,-77.051824
55e324fe-acaa-48f7-962b-40ab52cbe6a4,,bd,False,72,8768,0.5604363474651758,2019-08-31,15-39-19,DC-GWU,,38.900785,-77.059106
6f70689a-5f44-4075-a976-a0445a89bd27,,bd,False,72,8768,0.5607764702130035,2019-08-31,15-39-19,DC-GWU,,38.900808,-77.059108
2319eab9-2ff6-4668-a85d-9e1a20fd6dab,,bd,False,97,11782,0.5618948495701309,2019-08-31,15-39-19,DC-GWU,3d339b4f-4ef5-49ea-8348-66e12ced3903,38.903618,-77.039752
9d8d1da1-8f76-4a93-8385-5b49f9fb94aa,,bd,False,16,1918,0.5634472536960258,2019-08-31,15-39-19,DC-GWU,,38.894295,-77.040872
854f51b3-91d5-4fff-beac-c7e3e9bfc334,,bd,False,62,7535,0.5660338663339631,2019-08-31,15-39-19,DC-GWU,,38.902453,-77.038974
ca4b32a7-975c-4cee-9d2c-f3e8736cc55e,,bd,False,93,11371,0.5713885621716329,2019-08-31,15-39-19,DC-GWU,,38.900905,-77.059288
5b10f183-f093-45b3-ae1a-12380519b91a,,bd,False,92,11234,0.5714368077801201,2019-08-31,15-39-19,DC-GWU,,38.900924,-77.059285
16838c18-44dd-4cae-be7a-c0b9e851b8ad,,bd,False,67,8220,0.5717867406911709,2019-08-31,15-39-19,DC-GWU,,38.89294,-77.042505
9c4ac6d5-c141-4c76-9d78-124b95e92cbf,,bd,False,96,11645,0.5740332730573304,2019-08-31,15-39-19,DC-GWU,,38.900923,-77.059334
af16a234-1b1a-4911-a63e-1d84f72b3186,,bd,False,72,8768,0.5726449253657939,2019-08-31,15-39-19,DC-GWU,,38.892953,-77.042456
43a40744-f39b-497e-a9d2-8f2b792829a2,,bd,False,56,6850,0.5789499574419155,2019-08-31,15-39-19,DC-GWU,,38.905361,-77.041009
c736873e-08df-4b87-85c7-2d9f5a75de5d,,bd,False,52,6302,0.5808081043023385,2019-08-31,15-39-19,DC-GWU,,38.905135,-77.05694
1b170aa7-0709-4e5a-8eff-189ded0f2a90,,bd,False,75,9179,0.5800989779018597,2019-08-31,15-39-19,DC-GWU,,38.90722,-77.053373
a74aede7-4f51-4e6a-864c-416501c275d7,,bd,False,97,11782,0.5905592458281762,2019-08-31,15-39-19,DC-GWU,,38.906971,-77.043247
7bc21493-aaf8-427d-a4f5-b15d7ded90fc,,bd,False,52,6302,0.594348169646567,2019-08-31,15-39-19,DC-GWU,,38.901517,-77.03807
1d84a325-a99f-4f51-9f7a-c78a88ccc6b5,,bd,False,83,10138,0.6111756238349024,2019-08-31,15-39-19,DC-GWU,,38.901209,-77.05997
717e91b6-d25d-43dc-a775-7ecbdd4ff1a3,,bd,False,17,2055,0.6166848479771464,2019-08-31,15-39-19,DC-GWU,,38.90111535418054,-77.03754481918865
5a4607e5-7f02-4baa-9559-1864f95fbdd9,,bd,False,45,5480,0.6259042298920612,2019-08-31,15-39-19,DC-GWU,,38.898917863306124,-77.03724126780442
ee8b5664-a465-4db9-a44a-9de7840e1a5e,,bd,False,46,5617,0.6253767650033816,2019-08-31,15-39-19,DC-GWU,,38.9067124994834,-77.04162538990103
8728dbc1-510e-48c9-9630-7d5db0d12251,,bd,False,44,5343,0.626279142201495,2019-08-31,15-39-19,DC-GWU,,38.908539,-77.046787
f133e5ea-8438-478b-955d-cc4486a91508,,bd,False,61,7398,0.6861214503854748,2019-08-31,15-39-19,DC-GWU,,38.904055,-77.060201
60563061-ae64-4cfb-8ce8-c7538e7ad783,,bd,False,58,7124,0.6913751206882248,2019-08-31,15-39-19,DC-GWU,,38.90444,-77.060052
6334fdbd-c91c-496d-a756-bba2efb1e689,,bd,False,34,4110,0.7007148308339535,2019-08-31,15-39-19,DC-GWU,,38.9023476,-77.0363048
cf2fe561-1983-41aa-8db8-a90140c6c994,,bd,False,36,4384,0.7053029212907329,2019-08-31,15-39-19,DC-GWU,,38.902577,-77.036302
d6985438-4712-482e-abbe-1c062a2955e3,,bd,False,26,3151,0.708609747468111,2019-08-31,15-39-19,DC-GWU,,38.909585,-77.045731
3b041509-d515-4f93-9e40-73dcbe37b831,,bd,False,19,2329,0.7125722789816308,2019-08-31,15-39-19,DC-GWU,,38.902519,-77.036139
51cd79d8-5096-431b-986d-043165eea77f,,bd,False,35,4247,0.7214848410998733,2019-08-31,15-39-19,DC-GWU,,38.906082,-77.038315
78035b31-53c9-4cd4-bab2-6412b0181098,,bd,False,51,6165,0.7234232709925398,2019-08-31,15-39-19,DC-GWU,,38.906272,-77.038465
1af2c18a-fd50-4b5e-b948-cc1c939e5d50,,bd,False,22,2740,0.7366158167874984,2019-08-31,15-39-19,DC-GWU,,38.905144,-77.0605
fe8c4ad3-7775-4abb-a75f-dfce0f22c55f,,bd,False,31,3836,0.7371358028001145,2019-08-31,15-39-19,DC-GWU,,38.905676,-77.03757
672f1de6-720c-4754-9870-9854208ad980,,bd,False,24,2877,0.7513860282728273,2019-08-31,15-39-19,DC-GWU,,38.907202,-77.038836
c1072c37-e532-4195-bf49-fef2a541fc10,,bd,False,64,7809,0.7547012088587179,2019-08-31,15-39-19,DC-GWU,,38.90497,-77.061019
2412f7e9-da4c-4b52-8f7d-0710e0b656e8,,bd,False,25,3014,0.7615858201507042,2019-08-31,15-39-19,DC-GWU,,38.901371,-77.034874
f6b3c253-047e-4759-8b8b-768d08621ab1,,bd,False,38,4658,0.7626675413690314,2019-08-31,15-39-19,DC-GWU,,38.905121,-77.061079
5403aa0c-890a-4b77-a492-ab2b6da94cce,,bd,False,89,10823,0.7697675672853288,2019-08-31,15-39-19,DC-GWU,,38.905366,-77.061047
afd05cb5-e300-4855-afb4-18ebe49f3933,,bd,False,60,7261,0.7697549136646771,2019-08-31,15-39-19,DC-GWU,,38.910518,-77.045868
3068a7d8-e55b-4172-b254-8fd1392ec28b,,bd,False,30,3699,0.7840777886557806,2019-08-31,15-39-19,DC-GWU,,38.892312,-77.037658
4f4f5134-ae76-4b51-ae85-74e8403f9097,,bd,False,47,5754,0.7859511946319865,2019-08-31,15-39-19,DC-GWU,,38.892266,-77.037662
45d54fce-43bd-4bfe-953c-909841354e4b,,bd,False,62,7535,0.790450023323592,2019-08-31,15-39-19,DC-GWU,,38.900813,-77.034238
733f79a8-b3c5-4849-9c54-b3c4857d5efc,,bd,False,65,7946,0.7903708794537013,2019-08-31,15-39-19,DC-GWU,,38.906977,-77.0376
e2a178d9-0b61-49c7-950d-5fdef548b0a3,,bd,False,69,8357,0.7980746499715764,2019-08-31,15-39-19,DC-GWU,,38.909348,-77.056795
b567ec3d-3745-448c-bfd0-e5557f0b37b0,,bd,False,87,10549,0.7984423978739433,2019-08-31,15-39-19,DC-GWU,,38.910285,-77.043124
78e017ec-b84f-4a59-94de-8ad8f60085fe,,bd,False,64,7809,0.8328719302990739,2019-08-31,15-39-19,DC-GWU,,38.898884,-77.033396
34dc14a0-ddb5-4723-a176-8dbbd5d982a5,,bd,False,87,10549,0.836848154819814,2019-08-31,15-39-19,DC-GWU,,38.908697,-77.038548
834f64ce-0278-41b4-bd1b-0ac774cea64a,,bd,False,44,5343,0.8417726062790474,2019-08-31,15-39-19,DC-GWU,,38.911391,-77.044796
2b0006ef-e43e-47ae-94da-47882ee73a5f,,bd,False,88,10686,0.8469486605312319,2019-08-31,15-39-19,DC-GWU,,38.902345,-77.064135
57986cce-8b6a-44b4-9d24-885165e4b5e7,,bd,False,62,7535,0.859620093969462,2019-08-31,15-39-19,DC-GWU,,38.896275,-77.033451
ccf12ad7-f508-4f30-9179-087a143f92db,,bd,False,44,5343,0.8681080163569889,2019-08-31,15-39-19,DC-GWU,,38.905164,-77.063266
d1c08b6b-6c43-41fa-a37b-e54b3de2e1b6,,bd,False,87,10549,0.8819918825636287,2019-08-31,15-39-19,DC-GWU,,38.904029,-77.06417
51583138-16d9-46b7-b103-0cba2861d346,,bd,False,66,8083,0.8829347943123228,2019-08-31,15-39-19,DC-GWU,,38.905442,-77.034245
85f13ac8-1e0e-46f0-9b00-3a598390dc08,,bd,False,99,12056,0.8853640283354461,2019-08-31,15-39-19,DC-GWU,,38.905156,-77.063627
15ab259d-e48f-4ed1-9f9c-126f045487b6,,bd,False,81,9864,0.889587558122992,2019-08-31,15-39-19,DC-GWU,,38.906912,-77.062415
bac9a7be-ec8e-43f4-a5ed-6d7c68dab5f9,,bd,False,65,7946,0.9306682347665142,2019-08-31,15-39-19,DC-GWU,,38.906016,-77.064009
7137d630-b7d8-4650-b2c9-896e387fe91f,,bd,False,27,3288,0.93392452206616,2019-08-31,15-39-19,DC-GWU,,38.904281,-77.032562
032e3748-7d3c-41fc-975b-c548d7a63c29,,bd,False,83,10138,0.9418520506309618,2019-08-31,15-39-19,DC-GWU,,38.906242,-77.033553
10b63c52-f3e5-40f2-8217-7bae423730b8,,bd,False,75,9179,0.9583251862274274,2019-08-31,15-39-19,DC-GWU,,38.90563383236425,-77.03280502937457
42dcd9e1-de87-4eed-91ac-276624bad832,,bd,False,71,8631,0.9657591134954342,2019-08-31,15-39-19,DC-GWU,,38.906048,-77.064724
09924bf7-8afe-4b84-b2d1-da6c66dcade4,,bd,False,67,8220,0.9676151283720748,2019-08-31,15-39-19,DC-GWU,,38.9055192517479,-77.03254485510013
5408da48-e2d3-44c7-9c13-887ff9d14373,,bd,False,37,4521,0.9730707910038592,2019-08-31,15-39-19,DC-GWU,,38.892408,-77.033291
706c7ee9-17d6-45ea-93b5-01466e67fb6b,,bd,False,52,6302,0.9745350370553545,2019-08-31,15-39-19,DC-GWU,,38.89231,-77.0333343
9146e87a-7610-4d6c-bf30-bbb6e9b6e1bf,,bd,False,72,8768,1.014286624583566,2019-08-31,15-39-19,DC-GWU,,38.905197,-77.066221
495e03c9-cdae-4670-8e35-367f12d0d535,,bd,False,65,7946,1.0160106757859046,2019-08-31,15-39-19,DC-GWU,,38.912453,-77.039614
e474e809-5363-4519-89fd-175461aff71c,,bd,False,90,10960,1.0207199910165312,2019-08-31,15-39-19,DC-GWU,,38.905218,-77.066339
daedea64-9b84-483f-af32-6df804975e34,,bd,False,79,9590,1.02243662085587,2019-08-31,15-39-19,DC-GWU,,38.897436792067154,-77.03005534603915
004586bc-b3ae-47a9-b761-c8dfa85fdc07,,bd,False,66,8083,1.0245512596516473,2019-08-31,15-39-19,DC-GWU,,38.89968,-77.029813
0d3c249f-9562-4465-8e07-7664fdc633d8,,bd,False,76,9316,1.040697536173347,2019-08-31,15-39-19,DC-GWU,,38.891879,-77.032234
546a6080-39c0-4d3c-83ea-718c5814e6a7,,bd,False,67,8220,1.041587416360939,2019-08-31,15-39-19,DC-GWU,,38.886930861785196,-77.03830743626385
8f77f0b8-163f-4592-b456-beb591d6c264,,bd,False,73,8905,1.0708887075818565,2019-08-31,15-39-19,DC-GWU,,38.905133,-77.067383
b4cad154-b561-4de5-8b32-95fd04a4a4d1,,bd,False,93,11371,1.0778713292648305,2019-08-31,15-39-19,DC-GWU,,38.914936,-77.052653
87c00e5c-051c-4727-9f79-26cf19585b4e,,bd,False,66,8083,1.0892824633160298,2019-08-31,15-39-19,DC-GWU,,38.909719,-77.033305
57eabafe-0c28-4247-8343-c32a0586f9d6,,bd,False,91,11097,1.0929947675283713,2019-08-31,15-39-19,DC-GWU,,38.904952,-77.067906
bc581f80-ed64-4518-894d-4fed7f721270,,bd,False,75,9179,1.093253627279269,2019-08-31,15-39-19,DC-GWU,,38.904736,-77.068008
75fadde5-41f1-4746-857a-e9a211f52d34,,bd,False,100,12193,1.1061217061497697,2019-08-31,15-39-19,DC-GWU,,38.904951,-77.068165
bfa4b011-a931-4ac0-9e11-c2d698fd1eb1,,bd,False,90,10960,1.1116064046649723,2019-08-31,15-39-19,DC-GWU,,38.904707,-77.06838
267c16c8-a911-4aa2-b929-ee972e099754,,bd,False,92,11234,1.117156861745746,2019-08-31,15-39-19,DC-GWU,,38.904806,-77.068446
b6682158-e0ee-4ea0-b47c-8f6b235a7ea8,,bd,False,26,3151,1.1178824372532636,2019-08-31,15-39-19,DC-GWU,,38.893859,-77.029427
2fadb617-f96a-4ad8-9a01-fb799636c25f,,bd,False,100,12193,1.1194378272562042,2019-08-31,15-39-19,DC-GWU,,38.904944,-77.06843
44119741-e27d-449b-9451-37e7242feb62,,bd,False,90,10960,1.1297479343659909,2019-08-31,15-39-19,DC-GWU,,38.905079,-77.068572
bc1d78b1-14e4-4b0d-bac2-4b0797cde88e,,bd,False,37,4521,1.1320859483520096,2019-08-31,15-39-19,DC-GWU,,38.893736,-77.029205
9d4088c0-ab94-4ad3-b4cd-b59e29b3bb6e,,bd,False,76,9316,1.1400371847590063,2019-08-31,15-39-19,DC-GWU,,38.914762227832256,-77.04040355987571
42475874-4989-45fa-bbf9-6a6e6a9999a9,,bd,False,84,10275,1.1480595494115469,2019-08-31,15-39-19,DC-GWU,,38.907324,-77.029953
6f1f2b6f-dea5-4991-80bb-dccdad02f465,,bd,False,66,8083,1.1459647717423371,2019-08-31,15-39-19,DC-GWU,,38.915951,-77.04506
f5af9a54-0e60-40b0-a6e3-5c6af492dd58,,bd,False,53,6439,1.151249562195638,2019-08-31,15-39-19,DC-GWU,,38.892234,-77.029656
940c755d-e291-44e0-982a-6c818ef29d89,,bd,False,79,9590,1.168803712222569,2019-08-31,15-39-19,DC-GWU,,38.916473,-77.046838
481d5a24-12cb-4bb0-bc52-9c7057027690,,bd,False,91,11097,1.173696218659687,2019-08-31,15-39-19,DC-GWU,,38.90407,-77.06983
18ca0954-b66c-4881-832e-bd631383b16c,,bd,False,52,6302,1.1839177220245933,2019-08-31,15-39-19,DC-GWU,,38.900899,-77.026919
3ffead8a-cace-45c1-a313-8f0235f48f4a,,bd,False,42,5069,1.1885496781286828,2019-08-31,15-39-19,DC-GWU,,38.90088,-77.026831
96324ef2-87f2-4b1f-b7b1-287684868727,,bd,False,100,12193,1.1988546035896852,2019-08-31,15-39-19,DC-GWU,750b62db-4b3f-4fc3-b584-05b1d8c84a36,38.896786,-77.070767
a8f71406-c0d4-45de-b94c-72a91c8d70b7,,bd,False,100,12193,1.2022108339299942,2019-08-31,15-39-19,DC-GWU,750b62db-4b3f-4fc3-b584-05b1d8c84a36,38.896863,-77.070846
4f8dcedb-e078-4c9f-a5d4-782b9a8cb2c4,,bd,False,72,8768,1.2090371728092082,2019-08-31,15-39-19,DC-GWU,,38.904422,-77.070385
b9235af1-f651-4fe9-a97b-1dd70c1890aa,,bd,False,100,12193,1.2093548822556355,2019-08-31,15-39-19,DC-GWU,,38.89651,-77.070904
beea27d0-4e45-4bf2-8cf1-69d12b12a1c5,,bd,False,100,12193,1.2134241649883155,2019-08-31,15-39-19,DC-GWU,750b62db-4b3f-4fc3-b584-05b1d8c84a36,38.896915,-77.071067
97bb948e-f350-4ba9-a507-26c2120c5993,,bd,False,100,12193,1.2137366432800125,2019-08-31,15-39-19,DC-GWU,750b62db-4b3f-4fc3-b584-05b1d8c84a36,38.897056,-77.0711
a72a7945-4eb8-4815-b26e-0b7e88f43b49,,bd,False,18,2192,1.2209417731896837,2019-08-31,15-39-19,DC-GWU,,38.894384,-77.027176
ef2ac76d-149a-4d50-a2ee-edb45155c8e7,,bd,False,97,11782,1.2290365209284795,2019-08-31,15-39-19,DC-GWU,,38.896019,-77.071155
0ae3271b-790b-4708-b6ec-7309f9c5dc1d,,bd,False,67,8220,1.2321539120587366,2019-08-31,15-39-19,DC-GWU,,38.91741,-77.047072
b54fdafc-6e97-40d7-8312-066e734bdfd0,,bd,False,81,9864,1.2389609385733964,2019-08-31,15-39-19,DC-GWU,,38.89989,-77.071802
a14a4e02-fa6b-4070-b346-17c31e56f7cf,,bd,False,36,4384,1.240615568921003,2019-08-31,15-39-19,DC-GWU,,38.892212,-77.027837
2111b709-e9cb-45cb-9e22-ef7e49f6f279,,bd,False,48,5891,1.2499040530450183,2019-08-31,15-39-19,DC-GWU,,38.909399,-77.029314
edcb90ee-6def-479d-85c8-21ddee811c00,,bd,False,67,8220,1.2556727715428813,2019-08-31,15-39-19,DC-GWU,,38.90094,-77.025588
78a8059a-9d67-4c7e-83c2-0251350b7290,,bd,False,88,10686,1.2566375612207732,2019-08-31,15-39-19,DC-GWU,,38.895925,-77.071653
19d79a81-065f-484b-83d3-af79f8276158,,bd,False,92,11234,1.2589583014259487,2019-08-31,15-39-19,DC-GWU,,38.892323,-77.070238
f0caa87f-1cc0-45f9-ba19-8fff60e5386d,,bd,False,100,12193,1.2609181845449182,2019-08-31,15-39-19,DC-GWU,74cebbf2-16fb-452b-b632-68e01a4f5829,38.893829,-77.071015
8fca8b1a-8475-4ce0-b31e-7125967f23ec,,bd,False,28,3425,1.265170434297758,2019-08-31,15-39-19,DC-GWU,,38.90324934869867,-77.02581753442439
8bf2fde1-b74a-4469-a433-828db7693181,,bd,False,62,7535,1.2667948594492622,2019-08-31,15-39-19,DC-GWU,,38.91561462547529,-77.03731650493764
5b7b8498-cd4d-4729-acd7-8a48c3fb225b,,bd,False,87,10549,1.2730993349218802,2019-08-31,15-39-19,DC-GWU,,38.906624,-77.026978
50d41b7d-0804-4e94-b83e-daeaf2eb3674,,bd,False,35,4247,1.2758598618788346,2019-08-31,15-39-19,DC-GWU,,38.914235,-77.034345
16f7f9b5-bb73-488a-add2-d0cd38b21ce8,,bd,False,80,9727,1.2881313705960156,2019-08-31,15-39-19,DC-GWU,,38.918041,-77.052582
58e4b1eb-7535-4701-bd8a-e84bbbaad96f,,bd,False,25,3014,1.2887924451797064,2019-08-31,15-39-19,DC-GWU,,38.918172,-77.046213
4866ebc2-a667-4d48-8be7-980f077bdd34,,bd,False,100,12193,1.2941746203113962,2019-08-31,15-39-19,DC-GWU,,38.894267,-77.071838
bc9180cd-91f4-44a1-a54f-6afc98cd85dc,,bd,False,61,7398,1.2981787228390478,2019-08-31,15-39-19,DC-GWU,,38.886201,-77.03191
1bdfb591-9994-457f-b7f9-8b6e4ab7c482,,bd,False,85,10412,1.3054571510650854,2019-08-31,15-39-19,DC-GWU,,38.905598,-77.025849
2b7692fa-40f1-4c77-8fcc-d1acfebad79e,,bd,False,54,6576,1.3043190999669416,2019-08-31,15-39-19,DC-GWU,,38.915934,-77.036629
c545c0a3-c489-48b9-868b-a460d8918956,,bd,False,78,9453,1.3070568348021945,2019-08-31,15-39-19,DC-GWU,,38.918536,-77.047952
21898900-94bb-40ea-be26-595390cefca8,,bd,False,83,10138,1.312944402626129,2019-08-31,15-39-19,DC-GWU,,38.893756,-77.072
b06e6914-c441-4532-9bf6-de5fb0b94b8b,,bd,False,26,3151,1.317253456748403,2019-08-31,15-39-19,DC-GWU,,38.884748,-77.033461
